0;0;0;0;land;false;unknown;0
1;252;16;236;land;true;plains;1
2;216;246;168;land;false;plains;1
3;185;149;202;land;false;hills;1
4;196;115;252;land;true;urban;1
5;234;224;199;land;false;hills;1
6;209;143;214;land;false;plains;1
7;252;129;141;land;false;hills;1
8;199;193;245;land;false;plains;1
9;217;215;234;land;false;hills;1
10;246;77;244;land;true;plains;1
11;249;181;153;land;false;plains;1
12;143;232;212;land;false;hills;1
13;200;228;119;land;false;plains;1
14;145;204;224;land;false;hills;1
15;237;205;141;land;false;hills;1
16;172;252;194;land;false;plains;1
17;211;185;181;land;false;hills;1
18;166;155;180;land;false;hills;1
19;85;226;207;land;false;hills;1
20;208;239;107;land;true;plains;1
21;222;83;246;land;true;plains;1
22;223;125;220;land;false;hills;1
23;235;100;228;land;false;hills;1
24;132;209;231;land;false;hills;1
25;69;246;187;land;false;mountain;1
26;235;167;132;land;false;hills;1
27;85;241;204;land;false;plains;1
28;206;63;239;land;false;plains;1
29;215;239;134;land;false;hills;1
30;194;245;210;land;false;hills;1
31;138;142;224;land;false;plains;1
32;233;121;180;land;true;plains;1
33;226;232;250;land;false;hills;1
34;221;238;82;land;false;plains;1
35;226;252;106;land;false;hills;1
36;80;185;251;land;false;plains;1
37;234;227;73;land;false;hills;1
38;235;193;198;land;false;hills;1
39;147;253;159;land;true;plains;1
40;186;199;239;land;true;plains;1
41;248;96;197;land;false;hills;1
42;192;133;227;land;false;plains;1
43;235;102;172;land;false;plains;1
44;204;178;226;land;false;hills;1
45;247;197;234;land;false;hills;1
46;122;228;213;land;false;plains;1
47;192;195;137;land;false;plains;1
48;200;191;111;land;false;hills;1
49;136;205;175;land;false;hills;1
50;216;249;73;land;false;hills;1
51;235;169;175;land;false;hills;1
52;180;233;172;land;false;plains;1
53;156;226;123;land;true;plains;1
54;128;196;213;land;false;plains;1
55;210;226;108;land;false;hills;1
56;217;241;93;land;true;plains;1
57;238;211;91;land;false;hills;1
58;94;213;210;land;false;plains;1
59;248;227;157;land;false;hills;1
60;242;197;164;land;true;plains;1
61;134;239;163;land;true;plains;1
62;184;236;227;land;true;plains;1
63;78;246;198;land;false;plains;1
64;210;166;183;land;false;hills;1
65;231;247;237;land;false;plains;1
66;227;210;130;land;false;plains;1
67;109;220;203;land;true;plains;1
68;177;157;243;land;false;plains;1
69;249;179;125;land;false;plains;1
70;248;230;82;land;false;hills;1
71;241;188;230;land;true;plains;1
72;136;218;231;land;false;plains;1
73;229;204;124;land;false;hills;1
74;153;173;194;land;false;hills;1
75;123;217;249;land;false;plains;1
76;148;242;178;land;false;plains;1
77;100;250;226;land;true;plains;1
78;248;233;226;land;false;hills;1
79;173;179;190;land;false;hills;1
80;162;250;159;land;false;plains;1
81;173;228;161;land;true;plains;1
82;188;245;162;land;false;hills;1
83;120;248;221;land;false;plains;1
84;57;223;224;land;false;plains;1
85;210;171;140;land;false;hills;1
86;242;233;33;land;false;mountain;1
87;246;84;243;land;true;plains;1
88;243;222;73;land;true;plains;1
89;219;140;241;land;false;hills;1
90;211;207;204;land;false;hills;1
91;213;234;147;land;false;plains;1
92;142;243;133;land;true;plains;1
93;203;243;177;land;false;plains;1
94;242;103;224;land;false;plains;1
95;204;191;119;land;false;plains;1
96;251;58;249;land;true;plains;1
97;211;85;225;land;false;plains;1
98;109;195;211;land;false;hills;1
99;236;233;141;land;false;plains;1
100;165;187;197;land;false;hills;1
101;208;147;155;land;false;hills;1
102;219;190;192;land;false;hills;1
103;181;111;235;land;true;plains;1
104;253;58;246;land;false;hills;1
105;120;197;227;land;false;hills;1
106;106;229;186;land;false;hills;1
107;244;241;151;land;true;plains;1
108;135;238;237;land;true;plains;1
109;207;192;163;land;false;hills;1
110;227;190;156;land;false;plains;1
111;214;99;236;land;false;hills;1
112;206;240;154;land;false;hills;1
113;154;251;164;land;false;plains;1
114;248;249;112;land;false;plains;1
115;172;172;189;land;false;plains;1
116;221;130;222;land;false;hills;1
117;172;223;231;land;false;plains;1
118;149;180;236;land;true;plains;1
119;244;209;156;land;false;hills;1
120;207;173;213;land;false;hills;1
121;185;224;153;land;false;hills;1
122;176;182;191;land;false;hills;1
123;127;161;229;land;false;mountain;1
124;108;247;180;land;false;hills;1
125;197;179;199;land;false;hills;1
126;253;247;181;land;true;plains;1
127;219;238;188;land;false;hills;1
128;159;238;152;land;false;hills;1
129;222;249;234;land;false;hills;1
130;223;54;246;land;true;plains;1
131;206;215;160;land;false;hills;1
132;83;236;250;land;false;hills;1
133;226;129;222;land;false;plains;1
134;161;236;135;land;false;hills;1
135;192;197;209;land;false;plains;1
136;245;102;222;land;false;hills;1
137;124;184;225;land;true;plains;1
138;220;166;157;land;false;hills;1
139;215;142;202;land;false;hills;1
140;219;140;254;land;false;hills;1
141;240;165;109;land;false;plains;1
142;236;250;206;land;false;plains;1
143;247;238;174;land;false;urban;1
144;201;65;252;land;true;plains;1
145;251;179;181;land;false;hills;1
146;217;185;173;land;false;hills;1
147;112;214;233;land;false;plains;1
148;216;236;81;land;true;plains;1
149;139;173;214;land;false;plains;1
150;243;76;202;land;false;plains;1
151;234;140;137;land;false;hills;1
152;216;233;190;land;true;plains;1
153;199;123;224;land;true;plains;1
154;107;246;184;land;false;plains;1
155;208;129;247;land;true;plains;1
156;210;220;160;land;true;plains;1
157;184;244;89;land;true;plains;1
158;216;163;216;land;false;hills;1
159;234;243;184;land;false;mountain;1
160;123;222;169;land;false;hills;1
161;248;135;134;land;false;hills;1
162;91;189;221;land;false;hills;1
163;247;153;121;land;true;plains;1
164;235;101;182;land;true;plains;1
165;154;155;202;land;false;hills;1
